	fromNode	toNode	weight	direction	fromAltName	toAltName
1	OLR1	INHBA///INHBA	0.0382850193184113	undirected	OLR1	INHBA///INHBA
2	OLR1	MSR1	0.0243694226204776	undirected	OLR1	MSR1
3	OLR1	BHLHE41	0.037806475302635	undirected	OLR1	BHLHE41
4	OLR1	FBP1	0.0292435032309412	undirected	OLR1	FBP1
5	OLR1	PPARG	0.0360298394545187	undirected	OLR1	PPARG
6	OLR1	GPRIN3	0.0295900753375796	undirected	OLR1	GPRIN3
7	OLR1	TREM1	0.02683443738076	undirected	OLR1	TREM1
8	OLR1	ADTRP	0.0316741095713003	undirected	OLR1	ADTRP
9	OLR1	GPD1	0.036609102004487	undirected	OLR1	GPD1
10	OLR1	PCOLCE2	0.0267883244471752	undirected	OLR1	PCOLCE2
11	OLR1	CXCL16	0.0489834842284737	undirected	OLR1	CXCL16
12	OLR1	SLC47A1	0.0221214393503433	undirected	OLR1	SLC47A1
13	OLR1	STAC	0.0320150147404641	undirected	OLR1	STAC
14	OLR1	FFAR4	0.0220802845928019	undirected	OLR1	FFAR4
15	OLR1	PNPLA6	0.0215686074754579	undirected	OLR1	PNPLA6
16	OLR1	SPN	0.0309464278747659	undirected	OLR1	SPN
17	INHBA///INHBA	ADTRP	0.03147807482648	undirected	INHBA///INHBA	ADTRP
18	INHBA///INHBA	GPD1	0.038426074105659	undirected	INHBA///INHBA	GPD1
19	INHBA///INHBA	PCOLCE2	0.0336049646312963	undirected	INHBA///INHBA	PCOLCE2
20	INHBA///INHBA	SLC47A1	0.0311537505084951	undirected	INHBA///INHBA	SLC47A1
21	INHBA///INHBA	STAC	0.0331850693142641	undirected	INHBA///INHBA	STAC
22	INHBA///INHBA	OASL	0.0270275053943761	undirected	INHBA///INHBA	OASL
23	MSR1	BHLHE41	0.0629201777873651	undirected	MSR1	BHLHE41
24	MSR1	FBP1	0.0455219373686147	undirected	MSR1	FBP1
25	MSR1	PPARG	0.0627158196650564	undirected	MSR1	PPARG
26	MSR1	GPRIN3	0.022645616032387	undirected	MSR1	GPRIN3
27	MSR1	TREM1	0.0226626938838527	undirected	MSR1	TREM1
28	MSR1	CD52	0.0261598913569108	undirected	MSR1	CD52
29	MSR1	MS4A14///MS4A7	0.0232317522372706	undirected	MSR1	MS4A14///MS4A7
30	MSR1	ADTRP	0.0631627853108355	undirected	MSR1	ADTRP
31	MSR1	MCEMP1	0.025296500308664	undirected	MSR1	MCEMP1
32	MSR1	GPD1	0.0342722701479947	undirected	MSR1	GPD1
33	MSR1	PCOLCE2	0.0484848270520097	undirected	MSR1	PCOLCE2
34	MSR1	CXCL16	0.0279906022044596	undirected	MSR1	CXCL16
35	MSR1	SLC47A1	0.0359772639629684	undirected	MSR1	SLC47A1
36	MSR1	ALOX5	0.0239845347565589	undirected	MSR1	ALOX5
37	MSR1	STAC	0.0429506173582554	undirected	MSR1	STAC
38	MSR1	FFAR4	0.0334517633853842	undirected	MSR1	FFAR4
39	MSR1	PNPLA6	0.0216595943036202	undirected	MSR1	PNPLA6
40	MSR1	CORO2A	0.0209047630209469	undirected	MSR1	CORO2A
41	MSR1	LTA4H	0.0248075700422058	undirected	MSR1	LTA4H
42	MSR1	FIG4	0.0202262735601535	undirected	MSR1	FIG4
43	MSR1	DNAJC5B	0.0228297475417529	undirected	MSR1	DNAJC5B
44	MSR1	APOC4-APOC2///APOC2	0.0225019145974705	undirected	MSR1	APOC4-APOC2///APOC2
45	MSR1	DCSTAMP	0.027799693084964	undirected	MSR1	DCSTAMP
46	LY86	PNPLA6	0.0270899061536804	undirected	LY86	PNPLA6
47	LY86	TRPV2	0.0230945766745793	undirected	LY86	TRPV2
48	BHLHE41	FBP1	0.0657991606805639	undirected	BHLHE41	FBP1
49	BHLHE41	PPARG	0.0629886483293471	undirected	BHLHE41	PPARG
50	BHLHE41	GPRIN3	0.0274256073123375	undirected	BHLHE41	GPRIN3
51	BHLHE41	TREM1	0.0323648753096123	undirected	BHLHE41	TREM1
52	BHLHE41	CD52	0.0233077115847062	undirected	BHLHE41	CD52
53	BHLHE41	ADTRP	0.0615044010418497	undirected	BHLHE41	ADTRP
54	BHLHE41	MCEMP1	0.0331107763042743	undirected	BHLHE41	MCEMP1
55	BHLHE41	GPD1	0.0579277123356262	undirected	BHLHE41	GPD1
56	BHLHE41	PCOLCE2	0.0420866627709072	undirected	BHLHE41	PCOLCE2
57	BHLHE41	CDCP1	0.0215019291622058	undirected	BHLHE41	CDCP1
58	BHLHE41	CXCL16	0.0499668476545645	undirected	BHLHE41	CXCL16
59	BHLHE41	SLC47A1	0.0404388851847534	undirected	BHLHE41	SLC47A1
60	BHLHE41	ALOX5	0.0370860129116329	undirected	BHLHE41	ALOX5
61	BHLHE41	STAC	0.0544207735287793	undirected	BHLHE41	STAC
62	BHLHE41	SIDT2	0.0227497863121158	undirected	BHLHE41	SIDT2
63	BHLHE41	FFAR4	0.0546327078225781	undirected	BHLHE41	FFAR4
64	BHLHE41	CD101	0.0206718907102581	undirected	BHLHE41	CD101
65	BHLHE41	PNPLA6	0.031443003944622	undirected	BHLHE41	PNPLA6
66	BHLHE41	CORO2A	0.0292485422241058	undirected	BHLHE41	CORO2A
67	BHLHE41	LTA4H	0.0283978720161933	undirected	BHLHE41	LTA4H
68	BHLHE41	SPN	0.0329071111280267	undirected	BHLHE41	SPN
69	BHLHE41	DNAJC5B	0.0241935776968129	undirected	BHLHE41	DNAJC5B
70	BHLHE41	TRPV2	0.0215357632100354	undirected	BHLHE41	TRPV2
71	BHLHE41	DCSTAMP	0.0255126419281885	undirected	BHLHE41	DCSTAMP
72	FBP1	PPARG	0.0523538125187345	undirected	FBP1	PPARG
73	FBP1	TREM1	0.0339961057463332	undirected	FBP1	TREM1
74	FBP1	CD52	0.0439736857090144	undirected	FBP1	CD52
75	FBP1	ADTRP	0.0482404875630583	undirected	FBP1	ADTRP
76	FBP1	MCEMP1	0.0339506712809486	undirected	FBP1	MCEMP1
77	FBP1	GPD1	0.0304984581863677	undirected	FBP1	GPD1
78	FBP1	PCOLCE2	0.0333108814710096	undirected	FBP1	PCOLCE2
79	FBP1	CXCL16	0.032581316214407	undirected	FBP1	CXCL16
80	FBP1	SLC47A1	0.0361224945354519	undirected	FBP1	SLC47A1
81	FBP1	ALOX5	0.0285607675020293	undirected	FBP1	ALOX5
82	FBP1	STAC	0.0577100310582506	undirected	FBP1	STAC
83	FBP1	SIDT2	0.0283051743854231	undirected	FBP1	SIDT2
84	FBP1	GALNT12	0.029465697515277	undirected	FBP1	GALNT12
85	FBP1	FFAR4	0.0740497599702876	undirected	FBP1	FFAR4
86	FBP1	CD101	0.041453101957849	undirected	FBP1	CD101
